Simulation,First_Trigger_Month_Idx,Cost_Payoff_PV,Benefit_Payoff_PV
7643,44,10530983.082926448,10004433.928780127
7644,29,21367237.078271687,20298875.2243581
7645,32,19336426.619867757,18369605.28887437
7646,38,14932826.719448118,14186185.38347571
7647,40,13572127.54676448,12893521.169426255
7648,38,14890392.085206034,14145872.48094573
7649,41,12759123.85790592,12121167.665010624
7650,32,19249828.43286053,18287337.011217505
7651,39,14288944.658215286,13574497.425304523
7652,37,15632174.223742872,14850565.51255573
7653,36,16181522.20979807,15372446.099308167
7654,44,10648281.144243902,10115867.087031707
7655,42,11932453.064461185,11335830.411238125
7656,40,13236667.898305373,12574834.503390104
7657,38,14634363.092340255,13902644.937723242
7658,37,15531958.488899019,14755360.564454067
7659,39,14118369.378729647,13412450.909793165
7660,42,11947629.23591016,11350247.774114652
7661,38,14803093.865016397,14062939.171765575
7662,34,17549146.025485568,16671688.724211289
7663,39,14171253.25967287,13462690.596689226
7664,36,16366557.75533122,15548229.867564656
7665,38,14784968.96676882,14045720.518430378
7666,35,16811369.280002985,15970800.816002836
7667,35,16888777.25434241,16044338.39162529
7668,38,14867923.927195566,14124527.730835786
7669,23,26282538.778732985,24968411.839796335
7670,34,17723910.779320873,16837715.24035483
7671,37,15474920.402891098,14701174.38274654
7672,28,22322913.784764323,21206768.095526103
7673,42,11868411.17106531,11274990.612512043
7674,34,17523746.615006443,16647559.28425612
7675,32,19325511.022637453,18359235.471505582
7676,39,14199131.836770969,13489175.244932419
7677,40,13477267.386057816,12803404.016754925
7678,41,12681414.149375398,12047343.44190663
7679,33,18518627.082168262,17592695.728059847
7680,34,17527200.53672654,16650840.509890214
7681,33,18761781.384189498,17823692.314980023
7682,36,16199384.25416465,15389415.041456416
7683,43,11242624.338403735,10680493.121483548
7684,31,19971332.17429151,18972765.565576933
7685,36,16268233.841096578,15454822.149041748
7686,38,14894244.432810508,14149532.21116998
7687,33,18393691.22342624,17474006.66225493
7688,33,18628575.652470604,17697146.86984707
7689,32,19278869.463520154,18314925.990344144
7690,37,15626985.29685516,14845636.032012401
7691,36,16333962.708750207,15517264.573312696
7692,41,12642291.510378577,12010176.934859646
7693,31,20003271.903599605,19003108.308419622
7694,30,20793316.065098144,19753650.261843234
7695,39,14078829.112327352,13374887.656710984
7696,39,14143029.544376565,13435878.067157738
7697,37,15580298.559244864,14801283.631282622
7698,31,20034106.134145964,19032400.827438664
7699,42,11899182.834558377,11304223.692830458
7700,41,12774085.322187427,12135381.056078056
7701,41,12761119.691651573,12123063.707068995
7702,40,13399735.382653393,12729748.613520725
7703,40,13340211.48995577,12673200.91545798
7704,32,19371920.691293754,18403324.656729065
7705,39,14136459.181460358,13429636.222387338
7706,34,17789323.574479192,16899857.39575523
7707,33,18577210.716516774,17648350.180690933
7708,41,12691964.38593866,12057366.166641725
7709,40,13462361.04011828,12789242.988112366
7710,38,14731281.976330848,13994717.877514306
7711,38,14908960.23364001,14163512.221958008
7712,45,9827968.090881167,9336569.686337108
7713,35,17062512.133580696,16209386.526901662
7714,40,13291643.98522874,12627061.785967302
7715,41,12631898.458734212,12000303.535797503
7716,39,14258653.858990163,13545721.166040653
7717,35,16921812.939850185,16075722.292857677
7718,43,11282093.47760831,10717988.803727895
7719,34,17704459.52122753,16819236.545166153
7720,29,21680441.561317008,20596419.483251154
7721,30,20717674.565350875,19681790.83708333
7722,45,9877688.747304305,9383804.30993909
7723,32,19370455.794267703,18401933.004554316
7724,42,11841563.206186518,11249485.04587719
7725,35,16914982.798551418,16069233.658623846
7726,35,16712919.70513738,15877273.71988051
7727,34,17857443.496318903,16964571.321502957
7728,41,12647480.622019783,12015106.590918792
7729,38,14851114.115077542,14108558.409323663
7730,28,22209747.780105423,21099260.391100153
7731,39,14179919.01458748,13470923.063858105
7732,34,17847060.774743658,16954707.736006472
7733,37,15591043.243269369,14811491.081105897
7734,28,22511698.45309324,21386113.530438576
7735,36,16293974.210559728,15479275.50003174
7736,34,17618554.078033447,16737626.374131775
7737,41,12595816.001131007,11966025.201074457
7738,39,14110531.375378365,13405004.806609446
7739,36,16137024.603018546,15330173.372867616
7740,39,14039291.5336876,13337326.957003219
7741,36,16140013.957776383,15333013.259887561
7742,30,20779210.686605547,19740250.152275268
7743,42,12100445.661382763,11495423.378313625
7744,34,17724826.24406475,16838584.93186151
7745,39,14089228.49375592,13384767.069068123
7746,39,14181724.018933892,13472637.817987198
7747,38,14827795.601761071,14086405.821673015
7748,39,14218541.268739361,13507614.205302393
7749,39,14094748.245186253,13390010.83292694
7750,37,15426912.799358128,14655567.159390222
7751,35,17060139.21513184,16207132.254375251
7752,33,18428221.67941463,17506810.595443897
7753,36,16262937.245728718,15449790.38344228
7754,41,12694635.607441243,12059903.82706918
7755,37,15565443.853099653,14787171.66044467
7756,36,16276834.33987894,15462992.62288499
7757,38,14833360.729990505,14091692.693490978
7758,42,11976526.128365317,11377699.821947051
7759,40,13381880.195876023,12712786.186082222
7760,44,10534155.661191814,10007447.878132222
7761,44,10566503.772642298,10038178.584010184
7762,37,15450731.082520625,14678194.528394591
7763,34,17444838.498051796,16572596.573149204
7764,36,16376409.629206456,15557589.147746133
7765,37,15524450.264408063,14748227.75118766
7766,35,16894987.435897056,16050238.064102203
7767,34,17780568.25995372,16891539.846956033
7768,38,14771208.596787913,14032648.166948518
7769,36,16440582.014459407,15618552.913736437
7770,40,13489492.084693365,12815017.480458695
7771,42,12098180.13771417,11493271.13082846
7772,29,21400777.404231302,20330738.53401974
7773,33,18411511.809028003,17490936.218576603
7774,43,11182860.69839022,10623717.663470708
7775,43,11367143.261577792,10798786.098498903
7776,41,12555740.21371037,11927953.203024851
7777,39,14214543.998940833,13503816.798993789
7778,34,17546058.193401117,16668755.28373106
7779,42,11957786.932461796,11359897.585838707
7780,31,19499642.919685703,18524660.773701414
7781,37,15594358.557914818,14814640.630019076
7782,36,16223852.967598306,15412660.319218388
7783,36,16356009.724210007,15538209.237999508
7784,42,11908868.509813327,11313425.084322661
7785,42,11943985.57700857,11346786.29815814
7786,41,12647252.09253249,12014889.487905866
7787,42,11993132.6950874,11393476.060333028
7788,38,14712978.91756416,13977329.97168595
7789,35,17011182.95329671,16160623.805631876
7790,41,12705092.174007423,12069837.565307051
7791,36,16426039.215687936,15604737.25490354
7792,38,14814311.115624081,14073595.559842877
7793,40,13355274.32426061,12687510.608047577
7794,34,17774988.512994792,16886239.087345053
7795,41,12606914.721236387,11976568.985174567
7796,34,17540373.374787204,16663354.70604784
7797,34,17611215.243323166,16730654.481157005
7798,34,17707969.819788095,16822571.328798693
7799,42,11924782.362539856,11328543.244412862
7800,35,16982775.50337238,16133636.728203757
7801,33,18553920.740781132,17626224.703742076
7802,36,16212148.901634144,15401541.456552437
7803,36,16229259.978108266,15417796.979202852
7804,33,18373466.194922496,17454792.885176368
7805,33,18639737.706225827,17707750.820914533
7806,35,16992216.4695946,16142605.64611487
7807,34,17852501.22849725,16959876.167072386
7808,40,13327897.69589891,12661502.811103962
7809,44,10597616.569967138,10067735.74146878
7810,36,16350980.417788597,15533431.396899167
7811,44,10630352.978130406,10098835.329223884
7812,40,13502649.956831861,12827517.458990267
7813,43,11220589.947026925,10659560.449675579
7814,33,18503834.183898725,17578642.474703785
7815,41,12765384.064481743,12127114.861257656
7816,33,18169955.49157005,17261457.71699155
7817,28,22169602.757606987,21061122.61972664
7818,43,11259772.918794928,10696784.272855181
7819,36,16219092.527187943,15408137.900828546
7820,37,15572130.34477475,14793523.827536013
7821,35,17048880.924512133,16196436.878286526
7822,35,17220156.08093663,16359148.276889797
7823,26,23868269.79614132,22674856.306334253
7824,40,13328832.76387708,12662391.125683228
7825,42,12048363.637218164,11445945.455357255
7826,40,13371742.574873092,12703155.446129438
7827,37,15602235.222430443,14822123.461308923
7828,35,16904103.288881544,16058898.124437468
7829,40,13504938.900131768,12829691.95512518
7830,38,14744214.217016941,14007003.506166093
7831,40,13356164.089876443,12688355.88538262
7832,37,15467485.717663698,14694111.431780512
7833,39,14105849.468074666,13400556.994670931
7834,36,16434374.867236711,15612656.123874877
7835,35,16966961.520113043,16118613.44410739
7836,35,16988272.896830235,16138859.25198872
7837,36,16338400.452404104,15521480.4297839
7838,36,16327103.077190096,15510747.92333059
7839,40,13433600.5888962,12761920.559451388
7840,31,20041872.504705735,19039778.87947045
7841,41,12627851.768264601,11996459.179851372
7842,37,15488063.224626824,14713660.063395482
7843,38,14747868.513360148,14010475.08769214
7844,35,16953942.592265625,16106245.46265234
7845,34,17824078.417764828,16932874.496876583
7846,38,14808622.232849872,14068191.121207377
7847,41,12635335.29220325,12003568.527593086
7848,35,16974053.368750367,16125350.700312845
7849,35,16830120.204520613,15988614.194294581
7850,31,20154247.246478185,19146534.884154275
7851,39,14059573.328829762,13356594.662388274
7852,30,20890690.200606417,19846155.690576095
7853,30,20732687.97256895,19696053.573940504
7854,30,20429684.59630738,19408200.366492007
7855,31,20257347.852209195,19244480.459598735
7856,32,19240513.035394162,18278487.383624453
7857,31,20023496.34695736,19022321.52960949
7858,36,16109512.45935626,15304036.836388445
7859,35,17050152.344211906,16197644.72700131
7860,35,17010749.67168705,16160212.188102696
7861,32,19351264.205390163,18383700.995120652
7862,43,11304091.297782654,10738886.732893521
7863,37,15630450.601756556,14848928.071668727
7864,33,18503417.53641055,17578246.65959002
7865,37,15629452.014672637,14847979.413939003
7866,30,20613448.222858064,19582775.811715163
7867,32,19260599.022973914,18297569.071825217
7868,39,14212730.536645858,13502094.009813564
7869,35,16868774.563823313,16025335.835632147
7870,40,13483225.53550593,12809064.258730631
7871,24,25611928.425725736,24331332.004439447
7872,27,23244716.391473815,22082480.571900122
7873,30,20805331.823810194,19765065.232619684
7874,36,16359692.210852202,15541707.600309592
7875,41,12610794.130437149,11980254.423915291
7876,41,12638112.285102695,12006206.670847561
7877,38,14814932.610838503,14074185.980296578
7878,35,16939089.437694255,16092134.965809539
7879,35,16822628.831998847,15981497.390398907
7880,42,11964714.107055316,11366478.40170255
7881,28,22257088.533855673,21144234.10716289
7882,36,16489170.41656445,15664711.895736229
7883,35,17014758.466414277,16164020.543093564
7884,30,20645016.930315096,19612766.083799344
7885,42,11940792.407681284,11343752.787297219
7886,36,16166762.426243152,15358424.304930994
7887,28,22361328.396384686,21243261.97656545
7888,30,20674744.461556826,19641007.238478985
7889,26,23732275.903920725,22545662.10872469
7890,41,12741663.26774002,12104580.10435302
7891,30,20861276.59671439,19818212.76687867
7892,38,14822110.364355844,14081004.84613805
7893,36,16324664.620173221,15508431.389164561
7894,33,18478788.01593401,17554848.615137313
7895,35,17039572.0203301,16187593.419313595
7896,33,18480536.44721475,17556509.62485401
7897,31,19995909.076915283,18996113.623069517
7898,39,14196531.836747646,13486705.244910263
7899,37,15596615.906229524,14816785.110918047
7900,32,19184636.90458789,18225405.059358492
7901,35,16923490.85812093,16077316.315214882
7902,25,24811048.44937997,23570496.02691097
7903,37,15700899.779415969,14915854.79044517
7904,41,12693504.46553256,12058829.24225593
7905,35,17126282.043536935,16269967.941360086
7906,40,13558536.868801935,12880610.025361838
7907,37,15498696.985180318,14723762.135921301
7908,42,12031516.742580418,11429940.905451396
7909,27,22636568.916306484,21504740.47049116
7910,33,18334456.0949784,17417733.290229477
7911,37,15605260.962180452,14824997.914071428
7912,41,12567930.372523405,11939533.853897234
7913,40,13416673.698998783,12745840.014048845
7914,41,12702107.591532111,12067002.211955504
7915,39,14065629.327558482,13362347.861180557
7916,42,11953880.14453168,11356186.137305096
7917,38,14745678.341977302,14008394.424878435
7918,39,14207568.096457303,13497189.691634437
7919,42,12071634.764379403,11468053.026160432
7920,34,17716295.97894274,16830481.1799956
7921,40,13380666.73438019,12711633.39766118
7922,40,13404606.814423045,12734376.473701894
7923,38,14751551.190092916,14013973.630588269
7924,34,17819082.566808093,16928128.43846769
7925,41,12640459.743311962,12008436.756146364
7926,36,16265942.466860395,15452645.343517374
7927,33,18237598.33541946,17325718.41864849
7928,37,15659781.458754675,14876792.385816941
7929,27,22914970.52732428,21769222.000958066
7930,36,16416255.657027604,15595442.874176223
7931,31,20214005.822938714,19203305.531791776
7932,32,19475756.184168845,18501968.3749604
7933,35,17110055.07593011,16254552.322133606
7934,33,18155305.34223578,17247540.07512399
7935,36,16307459.00719279,15492086.056833152
7936,34,18090417.367421,17185896.49904995
7937,42,11953157.631985525,11355499.750386247
7938,32,19239131.882174276,18277175.28806556
7939,33,18540516.17315691,17613490.364499062
7940,43,11229366.823638218,10667898.482456308
7941,35,17206299.04510993,16345984.092854433
7942,37,15408906.963066492,14638461.614913166
7943,38,14681422.397563495,13947351.27768532
7944,35,16925974.304085534,16079675.588881258
7945,38,14839972.82255544,14097974.181427667
7946,30,20582161.752092972,19553053.664488323
7947,35,17136498.52069916,16279673.5946642
7948,28,22272866.264980506,21159222.95173148
7949,37,15525331.990487272,14749065.390962906
7950,42,11938433.952284176,11341512.254669966
7951,24,25691571.260968465,24406992.697920043
7952,38,14799522.016541036,14059545.915713983
7953,37,15436572.863459403,14664744.22028643
7954,42,12052469.238998363,11449845.777048444
7955,37,15543508.666717144,14766333.233381284
7956,41,12740616.47600784,12103585.652207447
7957,31,19962386.183527067,18964266.87435071
7958,40,13413068.380882818,12742414.961838678
7959,39,14128538.293911267,13422111.379215704
7960,40,13208997.472053451,12548547.598450778
7961,29,21771875.290968824,20683281.52642038
7962,45,10003641.89811219,9503459.803206582
7963,39,14214928.679867122,13504182.245873764
7964,38,14731811.967363518,13995221.36899534
7965,43,11237438.863964802,10675566.92076656
7966,40,13429340.986422548,12757873.93710142
7967,38,14675274.99899673,13941511.249046892
7968,37,15672501.376082903,14888876.307278756
7969,38,14681769.95452675,13947681.456800412
7970,38,14887337.964852108,14142971.066609502
7971,40,13521881.880757447,12845787.786719574
7972,35,16960692.46694976,16112657.843602274
7973,36,16150825.040666668,15343283.788633334
7974,39,14210044.395543344,13499542.175766177
7975,33,18414781.426646326,17494042.35531401
7976,37,15779629.233788313,14990647.772098897
7977,26,23549446.45881448,22371974.135873754
7978,35,16969426.441251725,16120955.119189138
7979,41,12783753.9247682,12144566.22852979
7980,30,20909289.21339106,19863824.752721503
7981,35,17084796.812882006,16230556.972237904
7982,37,15598023.348355345,14818122.180937575
7983,36,16339977.687419988,15522978.803048989
7984,40,13340428.802489141,12673407.362364681
7985,43,11249158.931146333,10686700.984589016
7986,34,17883028.924179148,16988877.47797019
7987,31,20120333.830526035,19114317.138999734
7988,30,20777079.641619507,19738225.65953853
7989,29,21717955.30160142,20632057.53652135
7990,35,16939230.36385248,16092268.845659856
7991,30,20793481.865956284,19753807.772658467
7992,40,13343033.795510376,12675882.105734857
7993,40,13523972.333870403,12847773.717176883
7994,38,14935994.956397705,14189195.20857782
7995,39,14152837.115460806,13445195.259687765
7996,31,20160096.733214024,19152091.896553323
7997,38,14875806.18966752,14132015.880184144
7998,37,15377974.241052099,14609075.528999493
7999,38,14963219.679989638,14215058.695990155
8000,45,9889480.300221663,9395006.28521058
8001,36,16363028.076294279,15544876.672479562
8002,34,17726594.67534073,16840264.941573694
8003,40,13337488.758089088,12670614.320184631
8004,32,19410942.076518584,18440394.972692657
8005,38,14634145.48013357,13902438.206126893
8006,36,16286504.428819865,15472179.20737887
8007,38,14720762.62723164,13984724.495870057
8008,40,13424647.615394186,12753415.234624477
8009,36,16214314.230832795,15403598.519291153
8010,39,14017282.378194582,13316418.259284852
8011,38,14936328.617171617,14189512.186313035
8012,33,18409011.802180033,17488561.212071028
8013,32,19180411.420088794,18221390.849084355
8014,35,17019264.21799431,16168301.007094594
8015,37,15452448.33010592,14679825.913600624
8016,38,14843162.01915314,14101003.918195482
8017,39,14146350.81691702,13439033.27607117
8018,34,17782886.646735445,16893742.314398672
8019,37,15625461.56983565,14844188.491343867
8020,26,23633729.561444048,22452043.083371844
8021,35,17076132.599804744,16222325.96981451
8022,41,12790837.088909283,12151295.234463818
8023,34,17899115.270703148,17004159.50716799
8024,30,20548311.308034357,19520895.74263264
8025,34,17856986.195496693,16964136.88572186
8026,42,11926245.616300765,11329933.335485727
8027,37,15571175.404408557,14792616.634188129
8028,45,9899295.937095743,9404331.140240956
8029,37,15493037.786507163,14718385.897181805
8030,36,16301559.833597245,15486481.84191738
8031,30,20760234.53798587,19722222.811086573
8032,38,14799607.882863661,14059627.488720477
8033,35,17062452.01384801,16209329.413155608
8034,34,17791393.973856412,16901824.27516359
8035,34,17751702.02658946,16864116.925259985
8036,42,11956555.791369747,11358728.00180126
8037,39,14170342.828581411,13461825.68715234
8038,40,13420092.622970752,12749087.991822215
8039,38,14791660.214834053,14052077.20409235
8040,30,20346186.29589955,19328876.981104575
8041,38,14925483.78467555,14179209.59544177
8042,32,19377394.574862055,18408524.84611895
8043,41,12820089.751752516,12179085.26416489
8044,31,20141967.354034632,19134868.9863329
8045,36,16281128.259024752,15467071.846073514
8046,35,17140967.587998882,16283919.208598936
8047,40,13443291.897596,12771127.3027162
8048,38,14757548.822162487,14019671.381054362
8049,33,18653571.813118674,17720893.22246274
8050,38,14883868.557980051,14139675.130081048
8051,39,14108942.26190652,13403495.148811195
8052,41,12712301.674240265,12076686.590528252
8053,42,11986013.107007254,11386712.451656891
8054,33,18583495.47167415,17654320.69809044
8055,35,16859578.266468387,16016599.353144968
8056,34,17901470.71557509,17006397.179796338
8057,31,19991332.586803008,18991765.957462855
8058,37,15529909.806606656,14753414.316276323
8059,35,17054389.840511926,16201670.348486328
8060,40,13488317.224003533,12813901.362803355
8061,35,16849090.356217775,16006635.838406887
8062,39,14011074.008507442,13310520.308082068
8063,35,16824362.880597398,15983144.736567527
8064,35,17022369.5118196,16171251.036228621
8065,29,21240538.070883643,20178511.16733946
8066,44,10530804.750628559,10004264.513097132
8067,36,16288283.687210858,15473869.502850313
8068,27,23293134.84376944,22128478.101580966
8069,37,15422439.361625826,14651317.393544536
8070,36,16314031.262763716,15498329.69962553
8071,36,16315118.052150901,15499362.149543356
8072,36,16369793.485060085,15551303.81080708
8073,40,13397849.001588885,12727956.55150944
8074,24,25350320.330121756,24082804.31361567
8075,37,15381740.76781331,14612653.729422644
8076,41,12668962.927158374,12035514.780800454
8077,33,18536309.668812808,17609494.185372163
8078,37,15621067.223550886,14840013.862373343
8079,38,14935724.066877205,14188937.863533344
8080,40,13355454.509133868,12687681.783677174
8081,40,13359788.676745413,12691799.24290814
8082,36,16264033.208435124,15450831.548013369
8083,38,14856315.522667922,14113499.746534524
8084,33,18681504.81957638,17747429.578597557
8085,40,13401660.166664207,12731577.158330997
8086,26,23822623.32164867,22631492.155566234
8087,39,14169021.946828647,13460570.849487213
8088,39,14230105.906530555,13518600.611204026
8089,39,14001051.210706085,13300998.65017078
8090,41,12745331.46869065,12108064.895256117
8091,40,13323837.393509516,12657645.523834042
8092,37,15743418.27533979,14956247.3615728
8093,42,12012039.12453615,11411437.16830934
8094,29,21662318.86669866,20579202.923363723
8095,34,17589293.540406633,16709828.863386301
8096,37,15493002.928706452,14718352.782271126
8097,27,22883979.38285661,21739780.41371378
8098,35,17087251.710720733,16232889.125184696
8099,42,12021842.163692864,11420750.055508219
8100,36,16300583.173343444,15485554.014676273
8101,33,18434719.153981775,17512983.19628269
8102,39,13904921.80394368,13209675.713746496
8103,39,14132000.07573767,13425400.071950786
8104,39,14207500.836005606,13497125.794205327
8105,36,16490029.04991991,15665527.597423913
8106,30,20954586.39415125,19906857.07444369
8107,29,21496447.260580793,20421624.897551753
8108,38,14850757.243083682,14108219.380929496
8109,36,16247351.651770877,15434984.06918233
8110,31,19990564.56693594,18991036.338589143
8111,33,18369652.55360881,17451169.925928365
8112,37,15560144.264263408,14782137.051050238
8113,34,17902875.65992947,17007731.876932994
8114,35,17057105.425134856,16204250.153878113
8115,34,17793621.479313686,16903940.405348
8116,36,16412540.407743828,15591913.387356635
8117,32,18873738.2741011,17930051.360396046
8118,44,10605146.33802341,10074889.021122238
8119,38,14680776.969639888,13946738.121157892
8120,38,14900696.13676865,14155661.329930216
8121,38,14833500.230860831,14091825.219317788
8122,31,19831347.248513535,18839779.886087857
8123,41,12719060.642547436,12083107.610420063
8124,38,14986351.615446659,14237034.034674326
8125,28,22506355.254919074,21381037.49217312
8126,30,20432320.18947766,19410704.180003773
8127,36,16187473.367553266,15378099.699175602
8128,35,17106183.0179647,16250873.867066465
8129,38,14665293.976687394,13932029.277853023
8130,41,12633136.55174468,12001479.724157447
8131,41,12628109.46226108,11996703.989148026
8132,35,17093031.516706366,16238379.940871047
8133,43,11210604.705863295,10650074.470570128
8134,38,14946913.39257146,14199567.722942887
8135,35,17067439.690485075,16214067.705960823
8136,38,14887839.504177194,14143447.528968334
8137,34,17878435.23513032,16984513.473373804
8138,36,16206061.16880602,15395758.110365717
8139,34,17503561.236554313,16628383.174726594
8140,31,19929193.041184273,18932733.38912506
8141,39,14215644.658621967,13504862.425690867
8142,39,14195052.830155121,13485300.188647363
8143,37,15583671.111685371,14804487.5561011
8144,35,16831443.8288451,15989871.637402844
8145,37,15489311.293093741,14714845.728439052
8146,44,10625749.013673013,10094461.562989362
8147,39,14121261.619719401,13415198.538733432
8148,42,12043260.174435051,11441097.165713297
8149,41,12615264.81474199,11984501.574004889
8150,38,14934264.204561412,14187550.994333342
8151,36,16162621.877502711,15354490.783627575
8152,35,16953255.84062003,16105593.048589027
8153,41,12629745.549923278,11998258.272427114
8154,34,17744460.567091852,16857237.538737256
8155,33,18482364.059565105,17558245.856586847
8156,28,22249870.338522118,21137376.82159601
8157,36,16299010.246824436,15484059.734483212
8158,37,15601334.880167214,14821268.136158852
8159,39,14218344.376170386,13507427.157361867
8160,33,18394068.378502708,17474364.95957757
8161,42,11986444.584086185,11387122.354881875
8162,38,14780201.92140745,14041191.825337078
8163,33,18436454.589555934,17514631.860078137
8164,26,23939585.598390434,22742606.31847091
8165,37,15605736.229842937,14825449.418350788
8166,45,9880823.796406882,9386782.606586538
8167,33,18375023.23309547,17456272.071440697
8168,37,15496696.847398026,14721862.005028123
8169,35,16931434.826823104,16084863.085481947
8170,39,14033326.997529624,13331660.647653142
8171,35,17060389.667086136,16207370.183731826
8172,36,16165450.915322598,15357178.369556466
8173,25,23584832.680525754,22405591.046499465
8174,30,20814046.73064027,19773344.394108254
8175,41,12783801.84952441,12144611.75704819
8176,34,17810414.588563833,16919893.85913564
8177,41,12652788.613661893,12020149.182978796
8178,35,17064132.577720318,16210925.948834304
8179,41,12678785.488248393,12044846.213835973
8180,31,19927218.600758675,18930857.67072074
8181,43,11367607.258524487,10799226.89559826
8182,43,11312984.679759793,10747335.445771802
8183,29,21417189.99729023,20346330.49742572
8184,33,18562886.071703743,17634741.768118557
8185,43,11251346.512981258,10688779.187332194
8186,32,19155148.486163102,18197391.061854947
8187,43,11207021.668709619,10646670.585274136
8188,43,11293119.51785046,10728463.541957937
8189,34,17696266.019094676,16811452.718139943
8190,37,15293346.458482558,14528679.135558428
8191,35,17085175.17905197,16230916.42009937
8192,34,17771753.78677977,16883166.09744078
8193,42,11986311.334240023,11386995.76752802
8194,36,16168073.233881239,15359669.572187176
8195,36,16233304.478086662,15421639.254182328
8196,36,16191878.979681985,15382285.030697884
8197,43,11309401.115851458,10743931.060058884
8198,34,17562002.831569973,16683902.689991472
8199,32,19090353.449601233,18135835.77712117
8200,36,16174383.749208394,15365664.561747974
8201,39,14164882.393841416,13456638.274149343
8202,29,21659263.00561615,20576299.85533534
8203,41,12740759.112687627,12103721.157053245
8204,33,18455087.232862264,17532332.871219147
8205,34,17743982.06763989,16856782.9642579
8206,33,18484737.070962116,17560500.21741401
8207,33,18545536.308746606,17618259.493309274
8208,36,16148748.259258352,15341310.846295433
8209,40,13431077.555025565,12759523.677274285
8210,42,11956866.066620698,11359022.763289662
8211,37,15338549.402830264,14571621.93268875
8212,37,15547640.97434384,14770258.925626649
8213,38,14949544.266065905,14202067.052762609
8214,37,15490776.484914154,14716237.660668446
8215,36,16184944.645464998,15375697.413191747
8216,39,14181405.491993057,13472335.217393402
8217,30,20705098.4818353,19669843.55774353
8218,37,15543591.706246596,14766412.120934265
8219,40,13424918.429067528,12753672.50761415
8220,35,17117818.537192382,16261927.610332763
8221,40,13405271.5209097,12735007.944864215
8222,42,11868461.18991323,11275038.130417569
8223,33,18201391.088596974,17291321.534167122
8224,34,18054584.777580243,17151855.53870123
8225,36,16451189.599662095,15628630.119678989
8226,19,28930671.197535373,27484137.637658603
8227,38,14724510.536133982,13988285.009327283
8228,43,11338533.385385102,10771606.716115845
8229,35,16762753.512063755,15924615.836460566
8230,40,13349151.23553696,12681693.673760112
8231,43,11118041.907094074,10562139.811739368
8232,34,17953676.064087912,17055992.260883514
8233,33,18441971.662174683,17519873.07906595
8234,43,11260895.717681188,10697850.931797128
8235,41,12632587.096156906,12000957.74134906
8236,30,20815258.712931503,19774495.777284924
8237,31,20081093.226013985,19077038.564713284
8238,29,21444236.301875673,20372024.486781888
8239,40,13466650.353150517,12793317.83549299
8240,28,22046194.00352774,20943884.30335135
8241,32,19170575.188422076,18212046.42900097
8242,31,20027123.63286575,19025767.45122246
8243,33,18448359.883744154,17525941.889556944
8244,42,11996614.80282234,11396784.062681222
8245,33,18462604.392387964,17539474.172768563
8246,44,10594606.855215207,10064876.512454445
8247,42,12009599.71227585,11409119.726662058
8248,29,21579050.275622692,20500097.761841558
8249,26,23772626.70490594,22583995.369660642
8250,41,12682743.510006033,12048606.334505731
8251,36,16168792.817623412,15360353.17674224
8252,37,15596686.667646036,14816852.334263733
8253,36,16333724.577909458,15517038.349013984
8254,38,14885206.402251698,14140946.082139112
8255,37,15653402.453048239,14870732.330395827
8256,41,12750212.204502644,12112701.59427751
8257,35,16724796.695089009,15888556.860334557
8258,34,17719159.82776626,16833201.83637794
8259,36,16342199.822300402,15525089.83118538
8260,42,12034296.428667484,11432581.60723411
8261,38,14758945.775563633,14020998.486785451
8262,39,14054682.524183713,13351948.397974527
8263,40,13286665.842590783,12622332.550461242
8264,37,15700855.668998096,14915812.88554819
8265,36,16258609.846535824,15445679.354209032
8266,41,12657359.212975478,12024491.252326705
8267,36,16370587.55719205,15552058.179332446
8268,40,13385174.993226776,12715916.243565436
8269,35,17043520.52997904,16191344.503480086
8270,34,17556305.337546628,16678490.070669297
8271,32,19343366.474686228,18376198.150951914
8272,35,17037952.706958655,16186055.07161072
8273,37,15537414.961564466,14760544.213486245
8274,39,14151389.344080988,13443819.87687694
8275,38,14828645.65059844,14087213.368068516
8276,39,14199211.125828851,13489250.569537407
8277,39,14046008.850860948,13343708.4083179
8278,39,14035784.816456862,13333995.575634018
8279,30,20669283.029951405,19635818.878453832
8280,40,13340446.460266748,12673424.137253411
8281,37,15650092.571757104,14867587.94316925
8282,36,16181238.415419644,15372176.49464866
8283,36,16170211.598595984,15361701.018666184
8284,37,15469029.814676076,14695578.323942272
8285,33,18275686.563238967,17361902.23507702
8286,36,16113128.75610017,15307472.31829516
8287,37,15603811.452677868,14823620.880043972
8288,37,15632268.478711698,14850655.054776112
8289,39,13973520.035698636,13274844.033913704
8290,39,13965642.279268626,13267360.165305194
8291,32,19225909.847468548,18264614.355095122
8292,28,22430139.060396515,21308632.107376687
8293,37,15524252.5368766,14748039.910032768
8294,30,20775296.75809086,19736531.92018632
8295,38,14949454.548756013,14201981.821318211
8296,41,12591757.999820909,11962170.099829862
8297,39,14276975.682529373,13563126.898402903
8298,38,14825824.578449283,14084533.349526817
8299,35,16903977.879844934,16058778.985852685
8300,36,16320645.708016038,15504613.422615236
8301,33,18615118.357123923,17684362.439267725
8302,33,18551557.569965787,17623979.691467497
8303,30,20523055.14483944,19496902.387597468
8304,39,14053249.386312159,13350586.916996552
8305,41,12684420.51972846,12050199.493742036
8306,31,19817242.534631725,18826380.407900136
